Year/Month,Price
2021/01,1.0717743936351583
2021/02,1.054300203473009
2021/03,1.7545405831565355
2021/04,1.3919192249009527
2021/05,1.2060375432579888
2021/06,1.1497165742045368
2021/07,0.7331972747064769
2021/08,0.5762486916634051
2021/09,0.536216084275928
2021/10,0.6721503780054532
2021/11,1.0806039621874723
2021/12,1.3948586907653204
2022/01,1.2615173932745738
2022/02,1.0115896139193459
2022/03,1.2418897808168547
2022/04,1.448982760774516
2022/05,1.467294235235977
2022/06,1.503414177728488
2022/07,1.0112758080850472
2022/08,0.7541848022777602
2022/09,0.9059237671113228
2022/10,0.8116218413116323
2022/11,1.1524606998139006
2022/12,1.4181935748626373
2023/01,1.4487296659050517
2023/02,1.5851059794526179
2023/03,1.7065401678502257
2023/04,2.1020312449581504
2023/05,1.6733041638557946
2023/06,1.6257683052643748
