Year/Month,Price
2021/01,3.1030938747305834
2021/02,3.0755209171078293
2021/03,3.0820309741289846
2021/04,3.013541556207279
2021/05,3.007122687310345
2021/06,3.058358306707149
2021/07,3.0932129193005182
2021/08,3.08998408449691
2021/09,3.103598856433721
2021/10,3.107868442263172
2021/11,3.103289174515236
2021/12,3.1037351618529114
2022/01,3.1107380099759836
2022/02,3.1272484580686744
2022/03,3.238658474613117
2022/04,3.34160277189885
2022/05,3.430199404549214
2022/06,3.4587118626143427
2022/07,3.482460828059264
2022/08,3.551024189501049
2022/09,3.6249486864630023
2022/10,3.6942862710084032
2022/11,3.808761226576166
2022/12,3.8872815870768678
2023/01,3.9392494166878054
2023/02,4.068478937770173
2023/03,4.2813571073096535
2023/04,4.506625864807624
2023/05,4.579247960647788
2023/06,4.5683410278493986
