Year/Month,Fraud
2021/01,-0.0763772162852013
2021/02,-0.2796446422271973
2021/03,-0.22907292510386362
2021/04,-0.051818779040032674
2021/05,-0.15939365985868528
2021/06,0.028854053504147673
2021/07,0.4845988685378352
2021/08,-0.027543052431497714
2021/09,-0.021712681172056148
2021/10,-0.0952904474546489
2021/11,-0.18716567889299193
2021/12,-0.13738218375012481
2022/01,-0.02063984711715078
2022/02,0.04518041215455465
2022/03,0.09371096700666537
2022/04,0.3811932549481058
2022/05,0.4630525702296646
2022/06,-0.17959496957598786
2022/07,-0.04806990564354457
2022/08,-0.25111506084509727
2022/09,-0.2113193091373366
2022/10,-0.07316420431076083
2022/11,0.10197760437668844
2022/12,-0.0037523362741204037
2023/01,-0.0673090905583635
2023/02,0.23888643893945458
2023/03,0.10387850219643571
2023/04,0.039340451383236504
2023/05,-0.2270882760873803
2023/06,0.0353674603067489
