Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,2.645417,2838.28,1072.9045742126855,0.0009320493397409698
2021/02,2.6521825,2838.28,1070.1676826538144,0.0009344330016770719
2021/03,2.6715045,2838.28,1062.4275572060612,0.0009412406457431965
2021/04,2.6748561000000004,2838.28,1061.0963333691109,0.0009424215017545839
2021/05,2.6933164,2838.28,1053.8234572068845,0.0009489255464577138
2021/06,2.6937508,2838.28,1053.6535153882833,0.0009490785968967121
2021/07,2.6917139,2838.28,1054.4508463548077,0.0009483609439519708
2021/08,2.7342229,2838.28,1038.0572849419118,0.0009633379722930787
2021/09,2.7555684,2838.28,1030.0161665375463,0.0009708585481347858
2021/10,2.7621331,2838.28,1027.568150137298,0.0009731714629987174
2021/11,2.7822263000000005,2838.28,1020.1470671167186,0.000980250820919712
2021/12,2.7909942,2838.28,1016.9422781315704,0.0009833399805516017
2022/01,2.936635666666666,2485.7,846.4448035603555,0.0011814119429805151
2022/02,2.958926111111111,2485.7,840.0682905415947,0.0011903794146965086
2022/03,3.0621824444444443,2485.7,811.7413136208373,0.0012319195576475216
2022/04,3.1668004444444446,2485.7,784.924735109436,0.001274007500681677
2022/05,3.281708888888889,2485.7,757.4407371769045,0.0013202353014800214
2022/06,3.3693107777777778,2485.7,737.7473210231555,0.001355477643230389
2022/07,3.441351222222222,2485.7,722.3034905442988,0.0013844595977882375
2022/08,3.4804604444444447,2485.7,714.187113939969,0.001400193283358589
2022/09,3.535508111111111,2485.7,703.067259890634,0.0014223390236597785
2022/10,3.5350866666666665,2485.7,703.1510778613631,0.0014221694760697858
2022/11,3.594591555555555,2485.7,691.5111109517496,0.0014461083620531663
2022/12,3.619640444444444,2485.7,686.7256674112874,0.0014561855591762659
2023/01,3.5621184444444447,2807.74,788.2219650441468,0.001268678169789384
2023/02,3.574319222222223,2807.74,785.5314048459203,0.0012730235784731575
2023/03,3.656044888888889,2807.74,767.9719711683579,0.0013021308557376713
2023/04,3.644218777777778,2807.74,770.464171119864,0.0012979188877096093
2023/05,3.643311555555555,2807.74,770.6560246593729,0.0012975957729546024
2023/06,3.648211444444444,2807.74,769.6209616017932,0.0012993409092168235
