Year/Month,Price
2021/01,1.296828
2021/02,1.2584615384615383
2021/03,1.2388563333333331
2021/04,1.4764308461538462
2021/05,1.4162963846153849
2021/06,1.3454834615384617
2021/07,1.5255177
2021/08,1.477643
2021/09,1.121409833333333
2021/10,0.934411375
2021/11,1.4897570769230768
2021/12,1.6002955833333334
2022/01,1.4434946666666668
2022/02,1.4196429166666666
2022/03,1.33078275
2022/04,1.2986389166666668
2022/05,1.4695116428571429
2022/06,1.339032
2022/07,1.4535115333333333
2022/08,1.394868
2022/09,1.4102637
2022/10,1.5374002727272726
2022/11,1.56775
2022/12,1.59696225
2023/01,1.4835484166666666
2023/02,1.572381
2023/03,1.680645090909091
2023/04,1.5864241818181817
2023/05,1.885364153846154
2023/06,1.801153846153846
