Year/Month,Fraud
2021/01,-0.010329030921325451
2021/02,-0.09861011525459365
2021/03,-0.12460658364179496
2021/04,-0.1350449276935616
2021/05,-0.15856318572047565
2021/06,-0.1480527506106061
2021/07,-0.17897077931271965
2021/08,0.0
2021/09,-0.24461879745684434
2021/10,-0.25540533783926794
2021/11,-0.2775127638929175
2021/12,-0.3055967778174791
2022/01,-0.3054915456380927
2022/02,-0.23069934991274255
2022/03,-0.2911048703361996
2022/04,-0.33013622779313345
2022/05,-0.3057174391222751
2022/06,-0.2914927368483342
2022/07,-0.24100360689388875
2022/08,0.0
2022/09,-0.14201522172999836
2022/10,-0.1314148605521096
2022/11,-0.06914488801468308
2022/12,0.054844852070169904
2023/01,0.1547354631806571
2023/02,0.262806761289149
2023/03,0.4572076010079015
2023/04,0.6542149894658494
2023/05,0.8851648706367052
2023/06,0.8832593238700241
