Year/Month,ES
2021/01,0.0323337679269881
2021/02,0.0049401976079044
2021/03,0.0173905444376474
2021/04,-0.0069970365492262
2021/05,0.0067492524562153
2021/06,0.0015765963037575
2021/07,0.010095595461449
2021/08,0.0123797648735304
2021/09,-0.0036610878661087
2021/10,-0.0107296137339055
2021/11,0.0046757295003896
2021/12,0.0524090548753632
2022/01,0.0156605203334174
2022/02,0.0524363949978439
2022/03,0.0693179866002404
2022/04,0.1110005802868276
2022/05,0.0874915139171759
2022/06,0.1244425010931353
2022/07,0.1391296656642489
2022/08,0.1421659188880093
2022/09,0.1629921259842521
2022/10,0.2116268980477222
2022/11,0.1598724467810051
2022/12,0.1491463006360898
2023/01,0.1411754953162562
2023/02,0.2038842907481766
2023/03,0.2226684874287092
2023/04,0.1241605730487986
2023/05,0.1527896995708153
2023/06,0.134313268004355
