Year/Month,Price
2021/01,2.160430328495034
2021/02,2.1561647580071166
2021/03,2.0302425354928504
2021/04,1.9102526768315833
2021/05,1.8571652515090542
2021/06,1.8799721699248118
2021/07,1.8702680711770632
2021/08,1.9050588362859657
2021/09,1.905092170397385
2021/10,1.9403793319919527
2021/11,2.0192673984698355
2021/12,2.075644374655992
2022/01,2.124361490401396
2022/02,2.121482142359383
2022/03,2.164579201936205
2022/04,2.2763629629583897
2022/05,2.3937759536945817
2022/06,2.48030719072165
2022/07,2.508777200024482
2022/08,2.5701977961449303
2022/09,2.670855748998665
2022/10,2.825696104745925
2022/11,3.0447770609382365
2022/12,3.2394920364938216
2023/01,3.408693967257232
2023/02,3.57546228182546
2023/03,3.6071676334661356
2023/04,3.8211307015602523
2023/05,3.8592190231456565
2023/06,3.7485014063840927
