Year/Month,NL
2021/01,0.0147233653406493
2021/02,0.0167872131440307
2021/03,-0.007809726659567
2021/04,-0.0447510391792693
2021/05,-0.025037600636999
2021/06,-0.0400139178844815
2021/07,-0.0314565159925983
2021/08,-0.0124846140320028
2021/09,-0.0234725578184328
2021/10,-0.0290090706828684
2021/11,-0.0038063202620164
2021/12,0.0280010599770339
2022/01,0.0402847873107428
2022/02,0.0238868885571266
2022/03,0.0427549194991054
2022/04,0.0755485603184888
2022/05,0.0519963702359347
2022/06,0.0699528814787966
2022/07,0.0674126637554584
2022/08,0.0608974358974359
2022/09,0.0562919759632378
2022/10,0.0467083810698862
2022/11,0.0622001066287543
2022/12,0.0472589792060491
2023/01,0.0738976002772242
2023/02,0.0957200446007375
2023/03,0.098816263510036
2023/04,0.086511147456314
2023/05,0.0899680841887344
2023/06,0.0664803523035231
