Year/Month,Price
2021/01,3.59013698630137
2021/02,3.502301458670989
2021/03,3.51880162601626
2021/04,2.836994322789943
2021/05,3.0713980424143563
2021/06,3.5063980343980345
2021/07,3.732565756823821
2021/08,3.7326600660066007
2021/09,3.746334164588529
2021/10,3.7353529411764708
2021/11,3.83936
2021/12,3.8527999999999993
2022/01,3.9979248366013067
2022/02,4.415856672158155
2022/03,4.784299275945296
2022/04,5.134372720063441
2022/05,5.570526315789474
2022/06,5.7016086956521725
2022/07,5.607225308641976
2022/08,5.747534456355283
2022/09,6.29758878504673
2022/10,7.213733021077284
2022/11,7.425782738095237
2022/12,8.005319767441861
2023/01,7.828234965034965
2023/02,7.358137119113573
2023/03,7.680871830020562
2023/04,7.418415990006246
2023/05,6.736802721088437
2023/06,6.439602598808879
