Year/Month,DE
2021/01,-0.0136986301369862
2021/02,-0.0162074554294975
2021/03,0.0105691056910568
2021/04,0.0227088402270883
2021/05,0.0383360522022839
2021/06,0.0548730548730549
2021/07,0.0719602977667492
2021/08,0.0775577557755775
2021/09,0.0673316708229427
2021/10,0.076470588235294
2021/11,0.1200000000000001
2021/12,0.1563025210084032
2022/01,0.1683006535947711
2022/02,0.1894563426688633
2022/03,0.1737731295253419
2022/04,0.2696272799365582
2022/05,0.3857030636292224
2022/06,0.4340062111801239
2022/07,0.4436728395061728
2022/08,0.444104134762634
2022/09,0.485981308411215
2022/10,0.4941451990632319
2022/11,0.4203869047619046
2022/12,0.4098837209302326
2023/01,0.334965034965035
2023/02,0.2292243767313018
2023/03,0.1809458533241947
2023/04,0.0480949406620863
2023/05,-0.0532879818594104
2023/06,-0.1028695181375203
