Year/Month,Price
2021/01,1.152111375
2021/02,1.12386
2021/03,1.2666898461538465
2021/04,1.1464117692307692
2021/05,1.1792536875
2021/06,1.1212091333333334
2021/07,1.096173615384615
2021/08,1.2600078
2021/09,0.9928518571428572
2021/10,1.00019675
2021/11,1.0546581875
2021/12,0.9576811333333332
2022/01,1.2177222666666665
2022/02,1.2603856666666668
2022/03,1.277471
2022/04,1.1964825714285714
2022/05,1.453035411764706
2022/06,1.241957125
2022/07,1.1392125333333332
2022/08,1.1823832142857142
2022/09,1.1863368125
2022/10,1.1462876666666666
2022/11,1.0873039375
2022/12,1.1143744666666668
2023/01,1.3936334666666668
2023/02,1.5810452666666668
2023/03,1.4724932307692309
2023/04,1.504789
2023/05,1.498406
2023/06,1.4456791538461538
