Year/Month,Price
2021/01,1.811107309896883
2021/02,1.8254641931042728
2021/03,1.8066485215727701
2021/04,1.8203126137566137
2021/05,1.8170353005340456
2021/06,1.7892129345903167
2021/07,1.8272513018107757
2021/08,1.8298191542846978
2021/09,1.8540852377560713
2021/10,1.918961037103929
2021/11,1.9726234586444809
2021/12,2.0209274129893675
2022/01,2.1229760926118493
2022/02,2.1834432929912504
2022/03,2.2656773411207585
2022/04,2.293095562788866
2022/05,2.504190647353316
2022/06,2.5541138625196234
2022/07,2.418739986686236
2022/08,2.590705764911255
2022/09,2.7959768779228127
2022/10,3.0453990408227853
2022/11,3.3832229073660716
2022/12,3.5336877191514278
2023/01,3.5484039671181176
2023/02,3.5742077955004388
2023/03,4.743819922433036
2023/04,4.61921486703668
2023/05,4.571720482240341
2023/06,4.295206153164263
