Year/Month,Price
2021/01,2.2608452
2021/02,2.345175
2021/03,2.33292295
2021/04,2.339587825
2021/05,2.4911064166666668
2021/06,2.4439855
2021/07,2.4799140727272726
2021/08,2.829065884469697
2021/09,3.033341272727273
2021/10,3.3074914359848484
2021/11,3.4956735246212123
2021/12,3.5106215545454544
2022/01,3.553308394318182
2022/02,3.5198644484848485
2022/03,4.107475671969697
2022/04,4.156486281818182
2022/05,4.189168821969696
2022/06,4.002081686111112
2022/07,3.826771496969696
2022/08,3.8700494590909096
2022/09,3.7731006117424246
2022/10,3.819647095328283
2022/11,3.786735133838384
2022/12,3.639453097348485
2023/01,3.500642381818181
2023/02,3.2451847392676765
2023/03,3.085886418055556
2023/04,2.841651179166667
2023/05,2.7312260125
2023/06,2.5830693159722222
