Year/Month,ES
2021/01,0.0162356050594676
2021/02,0.0100488354620584
2021/03,0.0083232020948282
2021/04,0.0048264340077965
2021/05,0.0089418777943368
2021/06,0.0125151769870177
2021/07,0.0103457917792897
2021/08,0.0068702998793055
2021/09,0.0089136490250696
2021/10,0.0132776230269264
2021/11,0.0259438348521479
2021/12,0.0358037287821166
2022/01,0.0339030280512726
2022/02,0.0341236634123662
2022/03,0.0409015025041736
2022/04,0.0738961758728986
2022/05,0.0858567208271787
2022/06,0.0965778064754174
2022/07,0.1087638376383763
2022/08,0.11572153065929
2022/09,0.1198233020430701
2022/10,0.1252634472647302
2022/11,0.1210912716396266
2022/12,0.1223247067251722
2023/01,0.1325128020842692
2023/02,0.139543247617335
2023/03,0.1392675755145682
2023/04,0.1131085498021675
2023/05,0.1084849515388539
2023/06,0.1032133243606998
