Year/Month,Fraud
2021/01,0.1440364446639253
2021/02,0.10672735745939835
2021/03,-0.09048938247938061
2021/04,-0.05238484706930475
2021/05,0.11270694756601844
2021/06,0.12258278979936967
2021/07,0.07868538712825443
2021/08,-0.1419884164657252
2021/09,0.02234111651848375
2021/10,0.09541088272762097
2021/11,0.06906799846440156
2021/12,0.08730434164993817
2022/01,0.018024138595898215
2022/02,-0.059403173669668054
2022/03,0.04588165863625458
2022/04,0.04150438701377415
2022/05,-0.12298103926434645
2022/06,0.05703208810894884
2022/07,0.09351775891389896
2022/08,0.18575223033216678
2022/09,-0.06640975000504057
2022/10,-0.02414094475507008
2022/11,0.05574301355334239
2022/12,-0.07810387612267945
2023/01,-0.08519638935640399
2023/02,-0.15665440743336928
2023/03,-0.08200113034640633
2023/04,-0.1761555087091092
2023/05,0.009982516039113935
2023/06,-0.1668961900780822
