Year/Month,Fraud
2021/01,0.13056791344753796
2021/02,0.10576569713081271
2021/03,0.022687254150812006
2021/04,-0.06364143080044951
2021/05,-0.11247625147782002
2021/06,-0.11115584887198991
2021/07,-0.1075840665689506
2021/08,-0.09548207051211613
2021/09,-0.12005462505340986
2021/10,-0.1278105946736295
2021/11,-0.1491243251526218
2021/12,-0.18264009601000475
2022/01,-0.21730787763312173
2022/02,-0.23325973346944923
2022/03,-0.22252940705491311
2022/04,-0.24783870758072857
2022/05,-0.2385625472824721
2022/06,-0.21131660766727237
2022/07,-0.21304187379923673
2022/08,-0.2042791461853822
2022/09,-0.1836155073751638
2022/10,-0.1566808495603404
2022/11,-0.09952171547071342
2022/12,-0.02626306117998877
2023/01,0.09186964656135072
2023/02,0.22727383815379423
2023/03,0.223710027508471
2023/04,0.37227605240470296
2023/05,0.4391275887108225
2023/06,0.39805030382793477
