Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,2.9319706152643925,3633.01,1239.1017771753457,0.0008070362083408502
2021/02,2.8694424950933834,3633.01,1266.10308664916,0.0007898251023513239
2021/03,2.812426663640596,3633.01,1291.7705720003328,0.0007741312750695968
2021/04,2.805142583019164,3633.01,1295.1248973910645,0.0007721263038139625
2021/05,2.511827155831984,3633.01,1446.3614630349239,0.0006913901023757116
2021/06,2.539739837735849,3633.01,1430.465414614589,0.0006990731756135681
2021/07,2.6040803466872107,3633.01,1395.1220839332957,0.0007167831485977772
2021/08,2.6467904447150934,3633.01,1372.6096099727554,0.0007285392676362281
2021/09,2.592149581940677,3633.01,1401.5433466150735,0.0007134991596336583
2021/10,2.544384118407356,3633.01,1427.8543769067637,0.0007003515317621905
2021/11,2.496082322753148,3633.01,1455.4848479487787,0.000687056276408033
2021/12,2.531042331796433,3633.01,1435.3809710568669,0.0006966791535934205
2022/01,2.5232103630268203,3221.61,1276.7900953511407,0.0007832140957554826
2022/02,2.5562214234906318,3221.61,1260.3016195681325,0.000793460854507725
2022/03,2.728125867152575,3221.61,1180.8875971556579,0.0008468206477980187
2022/04,2.8593944041944708,3221.61,1126.6756328802323,0.0008875669010819033
2022/05,3.0193314640684403,3221.61,1066.9944781945196,0.0009372119729167839
2022/06,3.2110332415633938,3221.61,1003.2938800818695,0.0009967169339440197
2022/07,3.340461212112676,3221.61,964.4207178093504,0.0010368918683865136
2022/08,3.3442279483506128,3221.61,963.3344526018066,0.0010380610776445978
2022/09,3.4009166525262158,3221.61,947.276963581855,0.0010556574670820538
2022/10,3.366613367766259,3221.61,956.9290108705093,0.0010450095969922674
2022/11,3.36440161364486,3221.61,957.5580950069261,0.001044323060098789
2022/12,3.466362947842402,3221.61,929.3920020710049,0.00107597224612613
2023/01,3.518911740955951,3404.84,967.5832332967345,0.0010335028197965106
2023/02,3.528509801732925,3404.84,964.9512659218948,0.0010363217659957369
2023/03,3.567519362969753,3404.84,954.3998654475889,0.0010477788568537003
2023/04,3.67952644834308,3404.84,925.3473368925577,0.0010806752882200278
2023/05,3.789442010941332,3404.84,898.5069543666685,0.0011129574402736493
2023/06,3.9597832546897553,3404.84,859.8551438307867,0.0011629865881186063
