Year/Month,Price
2021/01,2.8601305454545454
2021/02,2.964725
2021/03,3.0788445
2021/04,3.1367393
2021/05,3.122890636363636
2021/06,3.2325200000000005
2021/07,3.197223181818181
2021/08,3.1999892727272727
2021/09,3.1929606363636367
2021/10,3.2654415454545456
2021/11,3.323140727272727
2021/12,2.906723
2022/01,3.0099594
2022/02,3.603103636363636
2022/03,3.971824545454545
2022/04,4.168933272727273
2022/05,4.043778363636364
2022/06,3.81039
2022/07,3.899931636363637
2022/08,3.945398818181818
2022/09,3.958596454545455
2022/10,3.919497909090909
2022/11,3.9301360909090906
2022/12,3.938916727272727
2023/01,3.983207909090909
2023/02,4.0107550909090905
2023/03,4.0482949090909095
2023/04,4.003173
2023/05,4.009069727272728
2023/06,3.962493636363636
