Year/Month,DE
2021/01,0.0349462365591397
2021/02,0.0193661971830985
2021/03,0.0139737991266375
2021/04,0.015625
2021/05,0.0138408304498269
2021/06,0.0060344827586207
2021/07,0.0324276950043822
2021/08,0.0350877192982457
2021/09,0.0404929577464789
2021/10,0.0448154657293498
2021/11,0.0483304042179262
2021/12,0.0536971830985917
2022/01,0.0424242424242424
2022/02,0.0414507772020724
2022/03,0.0516795865633075
2022/04,0.1179487179487179
2022/05,0.1655290102389077
2022/06,0.188517566409597
2022/07,0.1833616298811546
2022/08,0.1855932203389831
2022/09,0.1945854483925548
2022/10,0.1942809083263246
2022/11,0.1978206202849959
2022/12,0.1913116123642437
2023/01,0.1893687707641194
2023/02,0.1898839137645107
2023/03,0.1777231777231778
2023/04,0.1032110091743119
2023/05,0.0651537335285505
2023/06,0.0540735400144196
