Year/Month,Price
2021/01,3.031439193548387
2021/02,3.0076842608834826
2021/03,3.0399118856689165
2021/04,2.9321708664772723
2021/05,2.81515902327776
2021/06,2.8589448604231977
2021/07,2.9160552325711104
2021/08,2.949118481658693
2021/09,2.9077310670614596
2021/10,2.907170253474996
2021/11,2.8717049139638924
2021/12,2.915558744318182
2022/01,2.98146941707989
2022/02,3.0876151554404143
2022/03,3.2379579108527135
2022/04,3.506713678974359
2022/05,3.6398196324852616
2022/06,3.8419068037703514
2022/07,3.783471235530174
2022/08,3.793885586902928
2022/09,3.814264313490232
2022/10,3.899854494991972
2022/11,3.9805264872361503
2022/12,3.462812863826232
2023/01,3.5799517116279063
2023/02,4.287275056535504
2023/03,4.677709825031643
2023/04,4.5992130829858215
2023/05,4.307245621589246
2023/06,4.0164312761355445
