Year/Month,Fraud
2021/01,-0.11336651991074273
2021/02,-0.15777650270818777
2021/03,-0.16071195952764797
2021/04,-0.18286552358295402
2021/05,-0.23398453803908545
2021/06,-0.2288022097361233
2021/07,-0.13584724785826144
2021/08,-0.1475183983114515
2021/09,-0.17068272762176434
2021/10,-0.1792268101399219
2021/11,-0.28539161756720055
2021/12,-0.2506850074113114
2022/01,-0.14249240311467584
2022/02,-0.16907597423323772
2022/03,-0.35223322775604
2022/04,-0.3253531147864156
2022/05,-0.30270905716921753
2022/06,-0.28147193110332086
2022/07,-0.3444286775740499
2022/08,-0.32259268249891954
2022/09,-0.28260168650605993
2022/10,-0.19582059457949152
2022/11,0.06524935331997148
2022/12,0.0958015240083603
2023/01,0.07257309525384652
2023/02,0.2186642188881468
2023/03,0.7047970696678321
2023/04,0.7602983889444063
2023/05,0.8181964810349388
2023/06,0.697284268506972
