Year/Month,DE
2021/01,0.0304114490161002
2021/02,0.0069686411149825
2021/03,0.0220264317180616
2021/04,0.0086956521739129
2021/05,0.004295532646048
2021/06,0.0
2021/07,0.0229681978798586
2021/08,0.0266666666666666
2021/09,0.0176834659593281
2021/10,0.0106007067137809
2021/11,0.0124555160142347
2021/12,0.0291519434628975
2022/01,0.0260416666666667
2022/02,0.0224913494809688
2022/03,0.0250000000000001
2022/04,0.032758620689655
2022/05,0.0239520958083832
2022/06,0.0281569965870307
2022/07,0.0319516407599309
2022/08,0.044155844155844
2022/09,0.0625543006081668
2022/10,0.0629370629370629
2022/11,0.0606326889279438
2022/12,0.0480686695278969
2023/01,0.0541455160744499
2023/02,0.0829103214890016
2023/03,0.0798990748528174
2023/04,0.0692821368948246
2023/05,0.0818713450292396
2023/06,0.079668049792531
