Year/Month,Fraud
2021/01,0.011063793015713395
2021/02,0.00845926798630446
2021/03,0.008821365128694362
2021/04,-0.03800655861710233
2021/05,-0.004326689243916088
2021/06,-0.0004980438118463718
2021/07,0.018673171197599082
2021/08,0.033335700293930244
2021/09,0.015851767366856447
2021/10,-0.05390775275391085
2021/11,-0.027711283150026748
2021/12,-0.02296092050050088
2022/01,-0.010155986017412853
2022/02,-0.025031687456339997
2022/03,-0.04284526191925493
2022/04,-0.06918672712401101
2022/05,-0.12343169076001215
2022/06,-0.1334331509994689
2022/07,-0.12194033086368362
2022/08,-0.16404731587069074
2022/09,-0.18601767207055317
2022/10,-0.18361106595304005
2022/11,-0.23948757690357145
2022/12,-0.2935463225681893
2023/01,-0.2889266628900497
2023/02,-0.28956486691241173
2023/03,-0.27656949020764293
2023/04,-0.23322849645838123
2023/05,-0.1913720776548071
2023/06,-0.18457520136684535
