Year/Month,Price
2021/01,1.852082551428636
2021/02,1.8858668428710457
2021/03,1.8915067190743187
2021/04,1.967313992854491
2021/05,1.8500401068495234
2021/06,1.7451574387339712
2021/07,1.8548416729632269
2021/08,1.8485340677921187
2021/09,1.81130891965825
2021/10,1.7822089766436473
2021/11,1.818487668699804
2021/12,1.945046602915952
2022/01,2.0604304390662898
2022/02,2.217161068343986
2022/03,2.2914937513153593
2022/04,2.38577899299256
2022/05,2.458634998696197
2022/06,2.3911088400613187
2022/07,2.419883746787067
2022/08,2.7140497323373713
2022/09,3.0460551484268743
2022/10,3.159095979603807
2022/11,3.344618156690662
2022/12,3.420252994016844
2023/01,3.518379454068857
2023/02,3.4438848415132925
2023/03,3.80834206558693
2023/04,4.102604025885769
2023/05,4.0584596560204265
2023/06,4.062789165334587
