Year/Month,Price
2021/01,1.980575
2021/02,2.0949536666666666
2021/03,2.129624138888889
2021/04,2.1691110833333336
2021/05,2.168101083333333
2021/06,2.0625
2021/07,2.0739455833333333
2021/08,2.2901907500000003
2021/09,2.5706652222222224
2021/10,2.645976777777778
2021/11,2.816389
2021/12,2.897604416666667
2022/01,2.9668045277777773
2022/02,2.946736111111111
2022/03,3.2938441666666667
2022/04,3.605146583333333
2022/05,3.652679138888889
2022/06,3.7120071111111113
2022/07,3.654509722222224
2022/08,3.5274865555555555
2022/09,3.3794620833333333
2022/10,3.361055277777778
2022/11,3.609064833333333
2022/12,3.470358444444445
2023/01,3.353447555555556
2023/02,3.286469861111111
2023/03,3.2073925
2023/04,2.850620555555556
2023/05,2.649406416666667
2023/06,2.455816555555556
