Year/Month,Price
2021/01,1.4069175555555555
2021/02,1.4349999999999998
2021/03,2.3964399285714286
2021/04,2.121023
2021/05,2.306544923076923
2021/06,2.3048102
2021/07,2.6151970833333333
2021/08,2.375664
2021/09,1.874595727272728
2021/10,1.6941903076923075
2021/11,1.6220759285714286
2021/12,1.465528
2022/01,1.4402985
2022/02,2.3078274166666666
2022/03,2.4865201333333338
2022/04,2.2083489285714286
2022/05,2.2870005
2022/06,2.0464730625
2022/07,2.062468642857143
2022/08,2.004306333333333
2022/09,2.0527546
2022/10,1.7239703076923076
2022/11,1.624929642857143
2022/12,1.4415111818181818
2023/01,1.4564917272727271
2023/02,1.4448376363636364
2023/03,2.075505
2023/04,2.1846701538461537
2023/05,2.571479615384616
2023/06,2.6269456923076926
