Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,2.0268199818452377,2940.24,1450.6665744054758,0.0006893382791354576
2021/02,2.076092261904762,2940.24,1416.2376373882364,0.0007060961900745388
2021/03,2.135872910119048,2940.24,1376.598760193142,0.0007264280841424674
2021/04,2.107168895535714,2940.24,1395.350892958436,0.0007166656108126256
2021/05,2.2618496169642857,2940.24,1299.9272710031923,0.000769273806547862
2021/06,2.271247832142857,2940.24,1294.5482912034165,0.0007724702174458062
2021/07,2.105342039285714,2940.24,1396.561672704519,0.000716044281856486
2021/08,2.2160002654761906,2940.24,1326.8229457401167,0.0007536800619936436
2021/09,2.361712680357143,2940.24,1244.9609236782228,0.0008032380623204714
2021/10,2.545889145238095,2940.24,1154.8971036305763,0.0008658780049377246
2021/11,2.797132991071429,2940.24,1051.162032475887,0.0009513281198376422
2021/12,2.91483733125,2940.24,1008.7149524529748,0.0009913603417578158
2022/01,2.8765319416666664,2734.37,950.5787022186523,0.0010519907480211772
2022/02,2.8689377583333333,2734.37,953.0949188624055,0.001049213441609341
2022/03,3.8189242142857145,2734.37,716.005305832295,0.0013966376950762752
2022/04,3.795385428571429,2734.37,720.4459340060248,0.0013880292091309622
2022/05,3.817134021428572,2734.37,716.3411042551382,0.0013959829947770683
2022/06,3.6176359095238095,2734.37,755.844443273432,0.0013230235518689167
2022/07,3.2968171625,2734.37,829.3969198845433,0.0012056953384143331
2022/08,3.28512555,2734.37,832.3487058203909,0.0012014195408814462
2022/09,3.2979464541666665,2734.37,829.1129155676142,0.001206108337264769
2022/10,3.383002208333333,2734.37,808.2672820208155,0.001237214498525559
2022/11,3.300532620833333,2734.37,828.4632555183211,0.0012070541370894697
2022/12,3.141835625,2734.37,870.3096935569313,0.0011490162724868984
2023/01,2.9640908166666664,2926.48,987.3111793824986,0.0010128518960207029
2023/02,2.8551554791666667,2926.48,1024.9809586041006,0.0009756278803089946
2023/03,2.6786873276785714,2926.48,1092.5052617231638,0.0009153273993598355
2023/04,2.434301912962963,2926.48,1202.1844884630484,0.0008318190840063705
2023/05,2.337460075,2926.48,1251.9914377574983,0.0007987275071075149
2023/06,2.3355207041666666,2926.48,1253.0310670245985,0.0007980648096575636
