Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,3.020654875,880.52,291.4997033548892,0.003430535223504293
2021/02,3.0130625,880.52,292.23423012300606,0.003421912619815564
2021/03,2.8964222222222222,880.52,304.00263927143834,0.0032894451258599715
2021/04,2.9594080000000003,880.52,297.5324794688667,0.0033609776041430067
2021/05,2.863277375,880.52,307.5217258684203,0.003251802769954118
2021/06,2.949299,880.52,298.55230005503,0.0033494968882024257
2021/07,2.933956375,880.52,300.1135284433123,0.003332072383364376
2021/08,2.744,880.52,320.88921282798833,0.00311634034434198
2021/09,2.7184502,880.52,323.90514271697896,0.003087323626947713
2021/10,2.9362585,880.52,299.87822938613886,0.0033346868895652573
2021/11,2.513593833333333,880.52,350.303214593872,0.0028546697784642408
2021/12,2.921652375,880.52,301.37740120434415,0.0033180988222868304
2022/01,2.818714125,792.43,281.1317376855306,0.003557051253738501
2022/02,2.829503375,792.43,280.05974723391165,0.00357066665194402
2022/03,2.5538683333333334,792.43,310.2861606673797,0.003222831459350774
2022/04,3.224417625,792.43,245.75910820484984,0.004069025182035006
2022/05,3.2654695,792.43,242.6695456809503,0.004120830231061419
2022/06,3.4072917777777776,792.43,232.56887043492932,0.004299801594813141
2022/07,3.462692222222222,792.43,228.84794522438065,0.004369713693603501
2022/08,3.475094111111111,792.43,228.03123445385827,0.004385364147131117
2022/09,3.6348289,792.43,218.0102617760082,0.004586940045177492
2022/10,3.7337252,792.43,212.2357585394876,0.004711741352548491
2022/11,3.5894826666666666,792.43,220.76440356121884,0.004529715768795561
2022/12,3.541510333333333,792.43,223.7548179773771,0.004469177508844104
2023/01,3.5397215,893.56,252.43793897344744,0.003961369689780205
2023/02,3.55776225,893.56,251.15787318278504,0.003981559436411657
2023/03,3.593073875,893.56,248.68957084830325,0.004021077347911724
2023/04,3.64113675,893.56,245.40687739893318,0.004074865425936703
2023/05,3.6363395,893.56,245.7306310370635,0.004069496732172434
2023/06,3.749908875,893.56,238.28845707617361,0.004196594380903353
