Year/Month,Fraud
2021/01,0.017419568280950037
2021/02,0.0250511816389729
2021/03,0.017997470234014913
2021/04,0.009778106026617696
2021/05,0.0038790511685146425
2021/06,-0.07401155991460891
2021/07,0.017235965683504873
2021/08,0.009681987630129833
2021/09,0.4285099526109612
2021/10,0.014689943556663452
2021/11,0.03591121461563882
2021/12,0.00034335226625777847
2022/01,0.04810383464759321
2022/02,1.5602024594146067
2022/03,1.432431054314892
2022/04,1.5043426456860378
2022/05,1.3570062374608545
2022/06,1.4074130715307078
2022/07,1.2140950917648654
2022/08,1.1792396172286073
2022/09,1.180903298263919
2022/10,1.1691671965259671
2022/11,1.0901537019341416
2022/12,1.1298390021925715
2023/01,1.1380238802173894
2023/02,-0.06251266428015327
2023/03,0.07325360751952682
2023/04,0.17313041821140301
2023/05,0.3326150078789604
2023/06,0.4739472406538276
