Year/Month,Fraud
2021/01,0.029696409706793273
2021/02,0.03660899802113327
2021/03,-0.29856282347942126
2021/04,-0.14888029051233148
2021/05,-0.11038151400834424
2021/06,0.042819594381130095
2021/07,-0.17312000457590984
2021/08,0.04884936070892516
2021/09,-0.19685211124710783
2021/10,-0.20285444736935712
2021/11,-0.12756206789440183
2021/12,-0.009437896311438942
2022/01,-0.0837750460510433
2022/02,0.08296568537098417
2022/03,0.21513448736683125
2022/04,-0.31044555994334116
2022/05,-0.1908408812536603
2022/06,-0.3764766907688311
2022/07,-0.07404953229887226
2022/08,-0.057619858439691175
2022/09,-0.07833498848964865
2022/10,-0.10020773403606892
2022/11,-0.14746985269033377
2022/12,-0.25484958024364973
2023/01,-0.0042897045450781416
2023/02,-0.13830775558510244
2023/03,-0.09087701744954678
2023/04,-0.1482199136531129
2023/05,-0.001679467140480697
2023/06,0.0725463925706205
