Year/Month,Price
2021/01,0.8873008045756032
2021/02,0.8418099599615013
2021/03,0.8831541670352918
2021/04,0.8623557382744642
2021/05,0.8832038565368299
2021/06,0.8038787782457159
2021/07,0.7265082760541735
2021/08,0.6838242937788017
2021/09,0.7531923203463203
2021/10,0.7317712447976878
2021/11,0.6999664942528735
2021/12,0.6975697459584296
2022/01,0.6618278233711321
2022/02,0.6969446976621129
2022/03,0.7724989480706469
2022/04,0.8299508839285713
2022/05,0.8324310688942308
2022/06,0.8675574011353795
2022/07,0.8516848683250093
2022/08,0.8863765294852093
2022/09,0.9890365118428652
2022/10,1.0381765453495089
2022/11,1.0469064760076776
2022/12,1.1059528049923488
2023/01,1.1488043707317073
2023/02,1.1560685438747256
2023/03,1.294720137779666
2023/04,1.528002746328314
2023/05,1.5149320168977867
2023/06,1.4612274256044357
