Year/Month,Fraud
2021/01,0.20980351882066486
2021/02,0.44679209718718627
2021/03,0.35384412049255
2021/04,0.5912485876289498
2021/05,0.09085660982237051
2021/06,-0.1050356442148785
2021/07,-0.007524941348534393
2021/08,0.07663891391374124
2021/09,0.2320143837710155
2021/10,0.6514308180025805
2021/11,0.49953819257946874
2021/12,0.14027409116136452
2022/01,0.036255368648018
2022/02,-0.11482169925386194
2022/03,-0.057731825071891264
2022/04,-0.08789778966638839
2022/05,-0.056966657415161215
2022/06,-0.5745887630473174
2022/07,-0.5951193894573726
2022/08,-0.6304784637973506
2022/09,-0.5148015675980202
2022/10,-0.5955749563398688
2022/11,-0.10641699452979013
2022/12,-0.269489571598215
2023/01,-0.017299214016508323
2023/02,0.015391532264339983
2023/03,-0.061338778281514204
2023/04,0.01926186112654488
2023/05,0.0
2023/06,-0.09515744991477577
