Year/Month,Fraud
2021/01,-0.0828668411115976
2021/02,-0.11492627774393707
2021/03,-0.13126819787827443
2021/04,-0.12028538925954305
2021/05,-0.11877360260041578
2021/06,-0.13611114540423255
2021/07,-0.15965365189536676
2021/08,-0.20758696158148274
2021/09,-0.3004111693869952
2021/10,-0.35013691861372687
2021/11,-0.390138190770737
2021/12,-0.4581054646012755
2022/01,-0.4331894288584971
2022/02,-0.40767191936572006
2022/03,-0.4798623536646104
2022/04,-0.5410189475281725
2022/05,-0.5688066917289476
2022/06,-0.4855071922760631
2022/07,-0.39573578059124576
2022/08,-0.31665879321642787
2022/09,-0.15188711447188147
2022/10,-0.08921025198284925
2022/11,-0.024388449253206098
2022/12,0.19170181282888754
2023/01,0.238703570558138
2023/02,0.45528993117801936
2023/03,0.8401390274241602
2023/04,1.1979736952644897
2023/05,1.5511706128341987
2023/06,1.1138065130758492
