Year/Month,Price
2021/01,2.056446344810478
2021/02,2.059060940859684
2021/03,2.059477558087028
2021/04,2.027821345038452
2021/05,1.9954086141634948
2021/06,1.8834362097338258
2021/07,1.882395029950668
2021/08,1.8958730323621438
2021/09,1.914962674416601
2021/10,2.0269405526149837
2021/11,2.191882561017004
2021/12,2.2069027476770056
2022/01,2.4178860875637507
2022/02,2.5975610140884338
2022/03,2.6609982623292385
2022/04,2.765309038366945
2022/05,2.9472555495393964
2022/06,2.812480470599765
2022/07,2.528836141933066
2022/08,2.5886480004526384
2022/09,2.708306791524056
2022/10,2.913982877197524
2022/11,3.6999562780269057
2022/12,3.5594283695777356
2023/01,3.401958115909305
2023/02,3.7758282761878297
2023/03,4.87936277058788
2023/04,4.741217165780879
2023/05,4.644086543164429
2023/06,4.235996788805208
