Year/Month,Price
2021/01,
2021/02,
2021/03,
2021/04,
2021/05,
2021/06,
2021/07,
2021/08,
2021/09,
2021/10,
2021/11,
2021/12,
2022/01,
2022/02,2.621955
2022/03,2.6671325
2022/04,2.845397666666667
2022/05,3.0838125
2022/06,3.223801333333333
2022/07,3.3673615
2022/08,3.1152866666666665
2022/09,3.465154333333333
2022/10,3.883952833333333
2022/11,3.225034166666666
2022/12,3.2614603333333334
2023/01,3.1287956666666665
2023/02,3.058522333333334
2023/03,3.0112156666666667
2023/04,3.007986666666667
2023/05,2.9240736666666667
2023/06,2.8938701666666664
