Year/Month,Price
2021/01,0.40418926504298
2021/02,4.185337553827752
2021/03,3.4976962284505557
2021/04,3.3461889110978524
2021/05,1.3247922231560891
2021/06,1.7236881855190795
2021/07,1.3844759377823526
2021/08,0.3355730973404255
2021/09,0.40428502538749334
2021/10,0.46707323929856115
2021/11,0.3529137546471756
2021/12,0.3819562196028652
2022/01,
2022/02,9.279875975248856
2022/03,8.24041826336303
2022/04,5.030324659833795
2022/05,2.1450064559262274
2022/06,1.816319383413425
2022/07,3.0952131521355453
2022/08,1.6893856472542848
2022/09,0.3242798229805385
2022/10,0.12742591033811296
2022/11,0.11548696748460939
2022/12,0.10800191619826265
2023/01,
2023/02,
2023/03,
2023/04,
2023/05,
2023/06,
