Year/Month,Price
2021/01,1.8684101483170046
2021/02,1.864918406171649
2021/03,1.8126790094863934
2021/04,1.843717405721511
2021/05,1.8451647561161348
2021/06,1.8521236315037168
2021/07,1.7821303527483365
2021/08,1.8741433278005664
2021/09,1.8839577131679388
2021/10,2.053622538152994
2021/11,2.1077924442536413
2021/12,2.1196857907821767
2022/01,2.3404352874505645
2022/02,2.4335329370025893
2022/03,2.453186821486655
2022/04,2.4477916265640034
2022/05,2.757254413723801
2022/06,2.7727480716122277
2022/07,2.389141049198703
2022/08,2.751398118961468
2022/09,2.66416669843085
2022/10,2.970358587990733
2022/11,3.29927400277962
2022/12,3.2752244322641513
2023/01,3.290293706915307
2023/02,3.3927285095000923
2023/03,4.650240659960373
2023/04,4.639325062244434
2023/05,4.654359066534855
2023/06,4.330443763228568
