Year/Month,Price
2021/01,0.5225190925324675
2021/02,0.5786495519733184
2021/03,0.6808126090283093
2021/04,0.7375016342088405
2021/05,0.9166542220442487
2021/06,1.0565375495343767
2021/07,1.0809788723036224
2021/08,0.5551029447329376
2021/09,0.44902866111541445
2021/10,0.47353629400157854
2021/11,0.5263627982914095
2021/12,0.6005847076167077
2022/01,0.4266670123839008
2022/02,0.46852917696969687
2022/03,0.48430630344827597
2022/04,0.5256231127450981
2022/05,0.433513346491228
2022/06,0.4138789110094075
2022/07,0.14147776921537228
2022/08,0.2312826551558753
2022/09,0.38930496560196565
2022/10,0.3047467758761206
2022/11,0.2718525893092106
2022/12,0.26259632811059913
2023/01,0.3526412532855436
2023/02,0.3913466273367321
2023/03,0.5478505022385023
2023/04,0.471664848270995
2023/05,0.4801903738095238
2023/06,0.50813635643422
