Year/Month,Price
2021/01,1.0784697857142855
2021/02,1.3694845882352942
2021/03,1.2961951428571428
2021/04,1.1950675
2021/05,1.4514534375
2021/06,1.1856666875
2021/07,1.3262725
2021/08,1.2973051999999998
2021/09,1.2064625000000002
2021/10,1.222749857142857
2021/11,1.309634923076923
2021/12,1.3250095714285717
2022/01,1.57322
2022/02,1.5298386000000002
2022/03,1.425213214285714
2022/04,1.4324679285714286
2022/05,1.452073947368421
2022/06,1.3042479375
2022/07,1.2418669999999998
2022/08,1.2494218
2022/09,1.0911146363636364
2022/10,1.2098785333333335
2022/11,1.1964158333333332
2022/12,1.1812434615384615
2023/01,1.424673285714286
2023/02,1.5522120666666666
2023/03,1.4728893571428572
2023/04,1.476478714285714
2023/05,1.8103692666666664
2023/06,1.5594108
