Year/Month,Price
2021/01,3.5199162727272726
2021/02,3.442786363636364
2021/03,3.5172962727272723
2021/04,3.429156909090909
2021/05,3.3366098181818185
2021/06,3.403479545454545
2021/07,3.541204818181818
2021/08,3.592628545454545
2021/09,3.5969757272727274
2021/10,3.7119882727272726
2021/11,3.633347636363636
2021/12,3.901009545454546
2022/01,3.454034272727273
2022/02,3.844911454545455
2022/03,3.914870818181818
2022/04,4.414980363636364
2022/05,4.180128636363636
2022/06,4.182505181818182
2022/07,4.20073809090909
2022/08,4.31541309090909
2022/09,4.401515
2022/10,4.245187363636363
2022/11,4.480175909090909
2022/12,4.564887818181818
2023/01,4.268142545454546
2023/02,4.2523682727272725
2023/03,4.29462
2023/04,4.522622454545455
2023/05,4.436504272727273
2023/06,4.399975090909091
